CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,STATUS,
"6887","ECON 202","5R","Principles of Microeconomics","3","  AIII","Lec","T","1800-2100","LUTR 142","Cann-Tamakloe, Ralph","3","Open",
"6888","ECON 202","6R","Principles of Microeconomics","3","  AIII","Lec","R","1800-2100","LUTR 142","Cann-Tamakloe, Ralph","2","Open",
"6889","ECON 203","1","Environmental Economic Literac","3","","Lec","TR","1330-1445","FORBES 2070C","O&#39;Reilly, Patrick","3","Open",
"6890","ECON 304","1","Interm Macroeconomic Analysis","3","","Lec","MWF","0900-0950","FORBES 2070A","He, Zhaochen","0","Closed",
"6891","ECON 304","2","Interm Macroeconomic Analysis","3","","Lec","MWF","1000-1050","FORBES 2088","He, Zhaochen","0","Closed",
"6892","ECON 320","1","European Integration","3","  AIWT","Lec","TR","1800-1915","LUTR 170","Zestos, George","0","Closed",
"6893","ECON 351","1","Urban Economics","3","","Lec","MW","1600-1715","LUTR 170","Kotula, Gemma","0","Closed",
"6894","ECON 395","1","Sp Tpc: Labor Market Economics","3","","Lec","MWF","1400-1450","LUTR 347","Vachris, Michelle","3","Open",
"6895","ECON 400","1","Econ of Intl Contracting &amp; Org","3","  AIII","Lec","TR","1330-1445","LUTR 139","Taylor, Travis","2","Open",
"6896","ECON 485","1","Methods in Economic Research","3","  AIIF","Lec","TR","1100-1215","LUTR 109","Zestos, George","0","Closed",
"6897","ECON 485","2","Methods in Economic Research","3","  AIIF","Lec","TR","1500-1615","LUTR 109","Zestos, George","0","Closed",
"7800","ECON 490","W1","WI:Senior Seminar in Economics","3","  WI","Lec","","","ARR ","Vachris, Michelle","0","Closed",
"7779","EENG 361","1","Communication Systems I","3","","Lec","TR","0930-1045","LUTR 206","Backens, Jonathan","11","Open",
"7780","EENG 361L","1","Communication Systems Lab","1","","Lab","W","1800-2045","LUTR 206","Backens, Jonathan","11","Open",
"7131","ENGL 105","1M","Literatures - Western World","3","  AIWT","Lec","MWF","1000-1050","MCM 210","Healy, Mary","2","Open",
"7142","ENGL 123","10F","First-Year Writing Seminar","3","  LLF","Lec","TR","1100-1215","MCM 200C","Finneran, Elisa","0","Closed",
"7143","ENGL 123","11F","First-Year Writing Seminar","3","  LLF","Lec","TR","1330-1445","MCM 200C","Finneran, Elisa","0","Closed",
"7144","ENGL 123","12F","First-Year Writing Seminar","3","  LLF","Lec","MWF","1100-1150","MCM 200D","Healy, Mary","0","Closed",
"7145","ENGL 123","13F","First-Year Writing Seminar","3","  LLF","Lec","MWF","1300-1350","MCM 200D","Healy, Mary","0","Closed",
"7146","ENGL 123","14F","First-Year Writing Seminar","3","  LLF","Lec","MWF","1400-1450","MCM 200D","Healy, Mary","0","Closed",
"7147","ENGL 123","15F","First-Year Writing Seminar","3","  LLF","Lec","MWF","0900-0950","MCM 200B","LaPointe, Christopher","3","Open",
"7148","ENGL 123","16F","First-Year Writing Seminar","3","  LLF","Lec","TR","1100-1215","MCM 200B","Lee, Terrence","0","Closed",
"7149","ENGL 123","17F","First-Year Writing Seminar","3","  LLF","Lec","MWF","1200-1250","MCM 200C","Marinova, Margarita","0","Closed",
"7150","ENGL 123","18F","First-Year Writing Seminar","3","  LLF","Lec","MWF","1100-1150","MCM 300B","Mulligan, Roark","0","Closed",
"7151","ENGL 123","19","First-Year Writing Seminar","3","  LLF","Lec","MWF","1400-1450","MCM 300D","Pollard, Scott","2","Open",
"7132","ENGL 123","1F","First-Year Writing Seminar","3","  LLF","Lec","MWF","1200-1250","MCM 200B","Barclay, Rebecca","0","Closed",
"7152","ENGL 123","20","First-Year Writing Seminar","3","  LLF","Lec","MWF","0900-0950","MCM 300D","Rose, Andrew","1","Open",
"7153","ENGL 123","21F","First-Year Writing Seminar","3","  LLF","Lec","MWF","1000-1050","MCM 300D","Rose, Andrew","0","Closed",
"7154","ENGL 123","22F","First-Year Writing Seminar","3","  LLF","Lec","TR","1800-1915","MCM 200B","Sanchez, Jeremy","1","Open",
"7155","ENGL 123","23F","First-Year Writing Seminar","3","  LLF","Lec","TR","0930-1045","MCM 200B","McKenzie, Virginia","0","Closed",
"7156","ENGL 123","24F","First-Year Writing Seminar","3","  LLF","Lec","TR","1630-1745","MCM 357","Wheeler, Rebecca","0","Closed",
"7819","ENGL 123","25","First-Year Writing Seminar","3","  LLF","Lec","TR","1800-1915","MCM 316","Stewart, Nathan","0","Closed",
"7133","ENGL 123","2F","First-Year Writing Seminar","3","  LLF","Lec","MWF","0900-0950","MCM 210","Bunch, Imogene","0","Closed",
"7134","ENGL 123","3M","First-Year Writing Seminar","3","  LLF","Lec","MWF","1000-1050","MCM 307","Bunch, Imogene","0","Closed",
"7135","ENGL 123","4F","First-Year Writing Seminar","3","  LLF","Lec","MWF","0900-0950","MCM 200C","Cornette Jr, James","2","Open",
"7137","ENGL 123","5F","First-Year Writing Seminar","3","  LLF","Lec","MWF","1000-1050","MCM 200C","Cornette Jr, James","1","Open",
"7138","ENGL 123","6F","First-Year Writing Seminar","3","  LLF","Lec","MWF","1400-1450","MCM 200B","Barclay, Rebecca","2","Open",
"7139","ENGL 123","7F","First-Year Writing Seminar","3","  LLF","Lec","MWF","0900-0950","MCM 300B","Davis, Cynthia","1","Open",
"7140","ENGL 123","8F","First-Year Writing Seminar","3","  LLF","Lec","MWF","1400-1450","MCM 200C","Anderson, Amy","2","Open",
"7141","ENGL 123","9F","First-Year Writing Seminar","3","  LLF","Lec","MWF","1100-1150","MCM 200C","Filetti, Jean","0","Closed",
"7157","ENGL 200","1R","Lit Foundation I:Ancient-17thC","3","","Lec","MWF","1100-1150","MCM 160","Pollard, Scott","1","Open",
"7745","ENGL 201","1R","Lit Foundation II:18thC-mid 19","3","","Lec","MWF","1300-1350","FORBES 2070E","Rose, Andrew","0","Closed",
"7158","ENGL 202","1R","Lit Foundation III: Mid 19thC-","3","","Lec","TR","1630-1745","MCM 210","Carney, Jason","0","Closed",
"7159","ENGL 215","1","Popular Genres","3","  AICE","Lec","MW","1600-1715","MCM 210","Keeling, Kara","0","Closed",
"7160","ENGL 223","1","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","TR","1500-1615","MCM 364","Anderson, Amy","0","Closed",
"7169","ENGL 223","10","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","MWF","1100-1150","MCM 207","Davis, Cynthia","0","Closed",
"7170","ENGL 223","11","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","MWF","1200-1250","MCM 207","Davis, Cynthia","0","Closed",
"7171","ENGL 223","12","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","MWF","1100-1150","MCM 257","Dorsty, George","3","Open",
"7172","ENGL 223","13","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","MWF","0900-0950","MCM 207","Dorsty, George","0","Closed",
"7173","ENGL 223","14","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","MW","1600-1715","MCM 257","Eng, Julie","0","Closed",
"7174","ENGL 223","15","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","MW","1600-1715","MCM 364","Garnett, Robert","0","Closed",
"7175","ENGL 223","16","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","MW","1800-1915","MCM 364","Garnett, Robert","0","Closed",
"7176","ENGL 223","17","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","MWF","1200-1250","MCM 216","Hopkins, Patricia","0","Closed",
"7177","ENGL 223","18","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","MWF","1000-1050","MCM 216","Hopkins, Patricia","1","Open",
"7178","ENGL 223","19","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","TR","1500-1615","MCM 207","Keeling, Kara","0","Closed",
"7161","ENGL 223","2","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","TR","1800-1915","MCM 364","Anderson, Amy","1","Open",
"7179","ENGL 223","20","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","MWF","1100-1150","MCM 314","LaPointe, Christopher","0","Closed",
"7180","ENGL 223","21","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","MWF","1200-1250","MCM 314","LaPointe, Christopher","0","Closed",
"7181","ENGL 223","22","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","MW","1600-1715","MCM 366","McKenzie, Virginia","0","Closed",
"7182","ENGL 223","23","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","MW","1800-1915","MCM 366","McKenzie, Virginia","1","Open",
"7786","ENGL 223","24","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","TR","1100-1215","LUTR 352","Apolloni, Jessica","0","Closed",
"7184","ENGL 223","25","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","TR","1500-1615","MCM 310","Teekell, Anna","0","Closed",
"7185","ENGL 223","26","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","TR","1630-1745","MCM 310","Stewart, Nathan","0","Closed",
"7186","ENGL 223","27","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","TR","0930-1045","MCM 257","Teekell, Anna","1","Open",
"7162","ENGL 223","3","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","MWF","1000-1050","MCM 207","Barclay, Rebecca","0","Closed",
"7163","ENGL 223","4","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","MWF","1300-1350","MCM 364","Bunch, Imogene","1","Open",
"7164","ENGL 223","5","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","MWF","1400-1450","MCM 364","Bunch, Imogene","0","Closed",
"7165","ENGL 223","6","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","TR","1100-1215","MCM 207","Carney, Jason","0","Closed",
"7166","ENGL 223","7","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","TR","1330-1445","MCM 207","Carney, Jason","0","Closed",
"7167","ENGL 223","8","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","TR","0930-1045","MCM 307","Cornette Jr, James","0","Closed",
"7168","ENGL 223","9","2nd Yr Writ Sem:Lit, Res, Writ","3","  LLF","Lec","TR","1100-1215","MCM 307","Cornette Jr, James","1","Open",
"7187","ENGL 250","1R","Shaping Lang: Creative Writ","3","  AICE","Lec","MW","1600-1715","MCM 260","Rodden, Dan","0","Closed",
"7188","ENGL 256","1","Introduction to Film Studies","3","  AICE","Lec","TR","1100-1215","MCM 101","Nichols, John","0","Closed",
"7190","ENGL 304","W1","WI:Creativity, out of Conflict","3","  AICE  WI","Lec","MWF","1300-1350","MCM 316","Marinova, Margarita","0","Closed",
"7191","ENGL 308","W1","WI: Lit, Theory, &amp; Culture","3","  WI","Lec","MWF","1000-1050","MCM 314","Marinova, Margarita","9","Open",
"7192","ENGL 308","W2","WI: Lit, Theory, &amp; Culture","3","  WI","Lec","MWF","1200-1250","MCM 316","Carney, Jason","5","Open",
"7193","ENGL 309","W1","WI: Creative Nonfiction","3","  WI","Lec","TR","1630-1745","MCM 366","Rodden, Dan","1","Open",
"7194","ENGL 309","W2","WI: Creative Nonfiction","3","  WI","Lec","TR","1330-1445","MCM 316","Rodden, Dan","1","Open",
"7195","ENGL 310","1","Introduction to Linguistics","3","  AIGM  AIIF","Lec","TR","1330-1445","MCM 210","Wheeler, Rebecca","1","Open",
"7196","ENGL 315","1","Adolescent Literature","3","  AIII","Lec","MW","1800-1915","MCM 210","Keeling, Kara","0","Closed",
"7197","ENGL 316","1","Children&#39;s Literature","3","  AIII","Lec","TR","1500-1615","MCM 212","Shortsleeve, Kevin","0","Closed",
"7198","ENGL 316","2","Children&#39;s Literature","3","  AIII","Lec","TR","1630-1745","MCM 212","Shortsleeve, Kevin","5","Open",
"7199","ENGL 320","W1","WI: Studies in Women &amp; Lit","3","  AIGM  WI","Lec","TR","0930-1045","MCM 314","Rosenberg, R.","3","Open",
"7695","ENGL 328","1","Latin American Literature","3","","Lec","MWF","0900-0950","MCM 262","Pollard, Scott","7","Open",
"7200","ENGL 339","W1","WI:Tutoring in the Writing Ctr","3","  WI","Lec","MWF","1200-1250","MCM 307","Wright, Mary","0","Closed",
"7201","ENGL 343","1","Postmodern America","3","","Lec","MWF","1300-1350","MCM 210","Mulligan, Roark","19","Open",
"7202","ENGL 345","1","African-American Lit &amp; Culture","3","","Lec","MWF","1500-1550","MCM 216","Hopkins, Patricia","9","Open",
"7203","ENGL 350","W1","WI: Writing-Digital Humanities","3","  WI","Lec","MWF","1400-1450","MCM 207","Emmelhainz, Nicole","1","Open",
"7204","ENGL 350","W2","WI: Writing-Digital Humanities","3","  WI","Lec","MWF","1300-1350","MCM 357","Hoag, Trevor","2","Open",
"7206","ENGL 353","W1","WI: Writing for the Profession","3","  WI","Lec","TR","0930-1045","MCM 316","Barclay, Rebecca","0","Closed",
"7207","ENGL 353","W2","WI: Writing for the Profession","3","  WI","Lec","MWF","1400-1450","MCM 257","Filetti, Jean","0","Closed",
"7208","ENGL 353","W3","WI: Writing for the Profession","3","  WI","Lec","MWF","1300-1350","MCM 257","Filetti, Jean","0","Closed",
"7209","ENGL 393","1","Environmental Imaginings","3","","Lec","TR","1330-1445","MCM 360","Rose, Andrew","14","Open",
"7210","ENGL 395","1","Sp Tpc: Enigmas of Memory","3","","Lec","TR","1500-1615","MCM 362","Hoag, Trevor; Campolattaro, Matthew","9","Open",
"7212","ENGL 421","1","Shakespeare","3","","Lec","TR","1500-1615","MCM 257","Apolloni, Jessica","0","Closed",
"7213","ENGL 421","2","Shakespeare","3","","Lec","TR","1800-1915","MCM 112","Apolloni, Jessica","12","Open",
"7214","ENGL 423","1","Major Authors","3","","Lec","M","1800-2045","MCM 101","Nichols, John","1","Open",
"7215","ENGL 428","1","Literary Booms","3","","Lec","TR","1100-1215","MCM 162","Teekell, Anna","9","Open",
"7216","ENGL 452","W1","WI: Writing for Children","3","  WI","Lec","TR","1100-1215","MCM 316","Shortsleeve, Kevin","0","Closed",
"7218","ENGL 454","W2","WI:  Writ for Civic Engagement","3","  WI","Lec","TR","1330-1445","MCM 357","Emmelhainz, Nicole","2","Open",
"7219","ENGL 490","W1","WI: Senior Seminar","3","  WI","Lec","TR","1500-1615","MCM 300D","Lee, Terrence","7","Open",
"7220","ENGL 490","W2","WI: Senior Seminar","3","  WI","Lec","TR","1330-1445","MCM 257","Rosenberg, R.","0","Closed",
"7221","ENGL 491","1","Internship in Writing","3","","Int","","","ARR ","Lee, Terrence","0","Closed",
"7222","ENGL 491","2","Internship in Writing","3","","Int","",""," ","","0","Closed",
"7223","ENGL 491","3","Internship in Writing","3","","Int","","","ARR ","Filetti, Jean","0","Closed",
"7991","ENGL 499","1","Ind St: Writing-Developing Nat","1 - 3","","Ind","","","ARR ","Wheeler, Rebecca","0","Closed",
"6584","ENGL 521","1","Developing Elem Writers/Reader","3","","Lec","M","1600-1845","MCM 207","Mulligan, Roark","0","Closed",
"6585","ENGL 521","2","Developing Elem Writers/Reader","3","","Lec","T","1630-1915","MCM 207","Dawson, Sharon","3","Open",
"7954","ENGL 521","3","Developing Elem Writers/Reader","3","","Lec","T","1630-1915","MCM 200D","Bauer, Martha","5","Open",
"6586","ENGL 522","1","Content Area Literacy","3","","Lec","T","1630-1915","MCM 257","Sprague, Marsha","0","Closed",
"6587","ENGL 522","2","Content Area Literacy","3","","Lec","R","1630-1915","MCM 257","Sprague, Marsha","4","Open",
"6588","ENGL 526","1","Teaching Writing in Secondary","3","","Lec","R","1630-1915","MCM 207","Wright, Mary","10","Open",
"6589","ENGL 530","1","Gram to Enhance/Enrich Writing","3","","Lec","W","1600-1845","MCM 207","Wheeler, Rebecca","0","Closed",
"6959","ENGR 121","2M","Engineering Design","3","","Lec","TR","1100-1215","LUTR 322","Backens, Jonathan","5","Open",
"6960","ENGR 121","3M","Engineering Design","3","","Lec","TR","1330-1445","LUTR 322","Backens, Jonathan","0","Closed",
"6961","ENGR 211","1","Intro Electric Circuits/Electr","3","","Lec","MWF","1400-1450","FORBES 2074","Selim, Raouf","0","Closed",
"6962","ENGR 211L","1","Intro Electric Circ/Electr Lab","1","","Lab","W","1500-1745","LUTR 206","Selim, Raouf","1","Open",
"6963","ENGR 211L","2","Intro Electric Circ/Electr Lab","1","","Lab","R","1800-2045","LUTR 206","DeYoung, Russell","2","Open",
"7977","ENGR 212L","VTC","Electronics Laboratory","1","","Lab","",""," ","","0","Closed",
"6964","ENGR 213","1","Discrete Structures-Comp Appl","3","","Lec","TR","1100-1215","FORBES 3014","Wang, Dali","0","Closed",
"6965","ENGR 213","2","Discrete Structures-Comp Appl","3","","Lec","TR","1630-1745","LUTR 322","Wang, Dali","4","Open",
"6966","ENGR 340","1","Math Mthds-Engineers/Scientist","3","","Lec","TR","0930-1045","LUTR 322","Riedl, Anton","4","Open",
"7570","ENVS 510","1","Biometry","3","","Lec","T","1730-2020","FORBES 2051","Lattanzio, Matthew","18","Open",
"7571","ENVS 518","1","Biologcl Consrvtn: Theory/Prac","3","","Lec","W","1730-2020","FORBES 2043","Steven, Janet","6","Open",
"7922","ENVS 536","1","Terrestrial Ecology","4","","Lec","M","1700-1950","FORBES 2051","McCloskey, Jon","19","Open",
"7923","ENVS 536L","1","Terrestrial Ecology Lab","0","","Lab","M","1300-1650","FORBES 2051","McCloskey, Jon","19","Open",
"7983","ENVS 599","1","Ind St: Benthic Eco &amp; Hab Rest","1 - 3","","Ind","","","ARR ","Harwell, Heather","0","Closed",
"7984","ENVS 599","2","Ind St: Advanced GIS","1 - 3","","Ind","","","ARR ","Whiting, Gary","0","Closed",
"7987","ENVS 599","3","Ind St: Microbio Lab Intern","1 - 3","","Ind","","","ARR ","Knies, Jennifer","0","Closed",
"8001","ENVS 599","4","Independent Study","1 - 3","","Ind","","","ARR ","Atkinson, Robert","0","Closed",
"7574","ENVS 689","1","Project Research for Non-Thesi","1 - 3","","Ind","","","ARR ","Atkinson, Robert","24","Open",
"7573","ENVS 699","1","Thesis Research","1 - 6","","Ind","","","ARR ","Atkinson, Robert","13","Open",
"7677","FINC 210","1","Personal Finance","3","","Lec","MW","1600-1715","FORBES 2070A","DiPersio, David","0","Closed",
"7678","FINC 210","2","Personal Finance","3","","Lec","MW","1800-1915","FORBES 2070A","DiPersio, David","0","Closed",
"7679","FINC 300","1","Managerial Finance","3","","Lec","MW","1600-1715","FORBES 2070C","Guha, Sanjib","0","Closed",
"7680","FINC 300","2","Managerial Finance","3","","Lec","MW","1800-1915","FORBES 2070C","Crawford, Matthew","8","Open",
"7681","FINC 324","1","Principles of Investment","3","","Lec","MWF","1300-1350","FORBES 3014","Qin, Nan","0","Closed",
"7682","FINC 422","1","Intermediate Corporate Finance","3","","Lec","TR","0800-0915","LUTR 123","Hall, Thomas","0","Closed",
"7683","FINC 422","2","Intermediate Corporate Finance","3","","Lec","TR","0930-1045","LUTR 123","Hall, Thomas","0","Closed",
"7684","FINC 425","1","Risk Management","3","","Lec","MWF","0900-0950","LUTR 123","Rahim, Niazur","4","Open",
"7685","FINC 425","2","Risk Management","3","","Lec","MWF","1100-1150","LUTR 142","Rahim, Niazur","0","Closed",
"7975","FINC 428","VTC","WI:Financial Policy &amp; Strategy","3","  WI","Lec","",""," ","","0","Closed",
"7686","FINC 480","1","Internship in Finance","3","","Int","","","ARR ","Rahim, Niazur","0","Closed",
"7933","FINC 480","2","Internship in Finance","3","","Int","","","ARR ","Qin, Nan","0","Closed",
"7934","FINC 480","3","Internship in Finance","3","","Int","","","ARR ","Donaldson, William","0","Closed",
"7976","FINC 499","VTC","Ind St: Principles Real Estate","1 - 3","","Ind","",""," ","","0","Closed",
"7837","FLUT 333","1","Applied Music: Flute","2","","Lab","","","ARR ","Kim, Bokyung","0","Closed",
"6969","FNAR 117","1R","3D Design","3","","Lab","MW","0800-1020","FERG A192","Davis, James","8","Open",
"6971","FNAR 117","2R","3D Design","3","","Lab","TR","1030-1250","FERG A192","Semanski, Juli","5","Open",
"6972","FNAR 118","1R","2D Design","3","","Lab","MW","1030-1250","FERG T198","Davis, James","3","Open",
"6973","FNAR 118","2R","2D Design","3","","Lab","MW","1400-1620","FERG T195","Stephenson, Barbara","6","Open",
"6974","FNAR 121","1","Drawing I","3","","Lab","TR","0800-1020","FERG T195","Semanski, Juli","2","Open",
"6975","FNAR 128","1","Introduction to Digital Media","3","  AICE","Lab","TR","1400-1620","FERG A182","Skees, Alan","1","Open",
"6979","FNAR 201","1","World Art in Context I","3","  AICE","Lec","MWF","1400-1450","FERG 207","Wampler, Michelle","0","Closed",
"6980","FNAR 201","2","World Art in Context I","3","  AICE","Lec","MWF","1500-1550","FERG 207","Wampler, Michelle","1","Open",
"6981","FNAR 201","3M","World Art in Context I","3","  AICE","Lec","TR","1500-1615","FERG 201","Moran, Elizabeth","1","Open",
"6982","FNAR 201","4M","World Art in Context I","3","  AICE","Lec","TR","1630-1745","FERG 201","Moran, Elizabeth","4","Open",
"7475","FNAR 201","5M","World Art in Context I","3","  AICE","Lec","TR","0930-1045","MCM 360","Motta, Rosa","0","Closed",
"6983","FNAR 202","1","World Arts in Context II","3","  AICE","Lec","MWF","1300-1350","FERG 207","Wampler, Michelle","0","Closed",
"6984","FNAR 202","2M","World Arts in Context II","3","  AICE","Lec","TR","0930-1045","FERG 201","Erhardt, Michelle","1","Open",
"6985","FNAR 202","3","World Arts in Context II","3","  AICE","Lec","MWF","1200-1250","FERG 201","Richardson, Margaret","2","Open",
"6986","FNAR 202","4M","World Arts in Context II","3","  AICE","Lec","MW","1600-1715","MCM 101","Richardson, Margaret","7","Open",
"6987","FNAR 205","1","Digital Photography","3","  AICE","Lab","MW","1400-1620","FERG A182","Moore, Thomas","0","Closed",
"6988","FNAR 205","2","Digital Photography","3","  AICE","Lab","MW","1030-1250","FERG A182","Moore, Thomas","0","Closed",
"6989","FNAR 224","1","Painting I","3","","Lab","MW","1030-1250","FERG T195","Harris, Christi","10","Open",
"7761","FNAR 227","1","Darkroom Photography","3","","Lab","TR","1030-1250","FERG T191","Bavaria, Christopher","6","Open",
"7762","FNAR 227","2","Darkroom Photography","3","","Lab","TR","1400-1620","FERG T191","Bavaria, Christopher","3","Open",
"6990","FNAR 241","1","Ceramics I","3","  AICE","Lab","MW","1800-2020","FERG A195","Henry, Gregory","0","Closed",
"6991","FNAR 241","2","Ceramics I","3","  AICE","Lab","TR","0800-1020","FERG A195","Henry, Gregory","0","Closed",
"6993","FNAR 251","1","Sculpture I","3","","Lab","TR","1400-1620","FERG A192","Henry, Gregory","7","Open",
"7753","FNAR 322","1","Figure Drawing","3","","Lab","MW","0800-1020","FERG T195","Harris, Christi","2","Open",
"7005","FNAR 334","1","Graphic Design","3","","Lab","TR","0800-1020","FERG A182","Skees, Alan","7","Open",
"7009","FNAR 341","1","Advanced Ceramics","3","","Lab","MW","1800-2020","FERG A195","Henry, Gregory","4","Open",
"7017","FNAR 351","1","Advanced Sculpture","3","","Lab","TR","1400-1620","FERG A192","Henry, Gregory","5","Open",
"7019","FNAR 372","1","Arts in the United States","3","  AICE","Lec","TR","0930-1045","FERG 207","Klee, Cristina","4","Open",
"7024","FNAR 378","1","Baroque Art","3","  AICE","Lec","TR","1330-1445","FERG 201","Erhardt, Michelle","8","Open",
"7022","FNAR 381","1","African Art","3","  AICE","Lec","MW","1600-1715","FERG 201","Moran, Elizabeth","3","Open",
"7028","FNAR 488","1","Senior Seminar in Studio Art","3","","Lab","TR","1030-1250","FERG T195","Skees, Alan","4","Open",
"7031","FNAR 491","1","Practicum in Studio Art/Histor","1 - 6","","Pra","","","ARR ","Skees, Alan","0","Closed",
"8020","FNAR 491","2","Practicum in Studio Art/Histor","1 - 6","","Pra","","","ARR ","Erhardt, Michelle","0","Closed",
"7476","FREN 101","1R","Beginning French I","3","","Lec","MWF","1100-1150","MCM 312","Siewe Seuchie, Patricia","1","Open",
"7477","FREN 101","2R","Beginning French I","3","","Lec","MWF","1300-1350","MCM 260","Siewe Seuchie, Patricia","1","Open",
"7478","FREN 200","1R","Eff Comm in French","3","  LLF","Lec","MWF","0900-0950","MCM 357","Siewe Seuchie, Patricia","0","Closed",
"7480","FREN 200","2R","Eff Comm in French","3","  LLF","Lec","MW","1600-1715","MCM 312","Poosson, Sylvain","0","Closed",
"7481","FREN 200","3R","Eff Comm in French","3","  LLF","Lec","MW","1800-1915","MCM 312","Milburn, Sandra","0","Closed",
"7482","FREN 200","4R","Eff Comm in French","3","  LLF","Lec","TR","0800-0915","MCM 314","Poosson, Sylvain","2","Open",
"7483","FREN 201","1R","Intermediate French I","3","  LLF","Lec","MWF","1400-1450","MCM 362","Mulryan, Michael","1","Open",
"7484","FREN 201","2R","Intermediate French I","3","  LLF","Lec","TR","1500-1615","MCM 260","Larson, Sharon","1","Open",
"7485","FREN 301","1R","Grammar and Composition","3","  LLF","Lec","TR","1330-1445","MCM 260","Larson, Sharon","0","Closed",
"7486","FREN 302","1","Practical Conversation","3","  LLF","Lec","MWF","1300-1350","MCM 362","Mulryan, Michael","2","Open",
"6626","GEOG 201","1","Introduction to Geography I","3","","Lec","TR","0800-0915","MCM 162","Finn, John","1","Open",
"6627","GEOG 201","2","Introduction to Geography I","3","","Lec","TR","1500-1615","LUTR 157","Finn, John","2","Open",
"7885","GEOG 201","3","Introduction to Geography I","3","","Lec","TR","1630-1745","FORBES 2070D","Bono, Federica","1","Open",
"7884","GEOG 202","1","Introduction to Geography II","3","","Lec","TR","1800-1915","FORBES 2070D","Bono, Federica","7","Open",
"7487","GERM 101","1","Beginning German I","3","","Lec","MWF","1000-1050","MCM 257","Deiulio, Laura","2","Open",
"7488","GERM 101","2","Beginning German I","3","","Lec","MWF","0900-0950","MCM 257","Deiulio, Laura","1","Open",
"7489","GERM 101","3","Beginning German I","3","","Lec","MWF","1500-1550","MCM 114","Deiulio, Laura","0","Closed",
"7490","GERM 200","1","Effective Comm in German","3","  LLF","Lec","MWF","0800-0850","MCM 207","McInnis, Brian","0","Closed",
"7491","GERM 200","2","Effective Comm in German","3","  LLF","Lec","MWF","1100-1150","MCM 212","McInnis, Brian","1","Open",
"7492","GERM 200","3","Effective Comm in German","3","  LLF","Lec","MWF","1200-1250","MCM 212","McInnis, Brian","4","Open",
"7493","GERM 302","1","Conversation and Comprehension","3","  LLF","Lec","MWF","1000-1050","MCM 312","McInnis, Brian","8","Open",
"7494","GERM 311","1","German Cultural History I","3","  LLF","Lec","MWF","1200-1250","MCM 112","Deiulio, Laura","7","Open",
"8006","GERM 399","1","Ind St: German Grammar Review","1 - 3","  LLF","Ind","","","ARR ","Deiulio, Laura","0","Closed",
"6537","GOVT 100","1","Political Thought and Society","3","","Lec","TR","1330-1445","FORBES 3012","Lynerd, Benjamin","1","Open",
"6538","GOVT 100","2","Political Thought and Society","3","","Lec","TR","1500-1615","FORBES 3012","Lynerd, Benjamin","1","Open",
"6539","GOVT 100","3","Political Thought and Society","3","","Lec","MW","1600-1715","MCM 310","Busch, Nathan","0","Closed",
"7788","GOVT 101","10","Power and Politics in America","3","  AIII","Lec","MW","1800-1915","MCM 357","West, Gary","1","Open",
"6540","GOVT 101","1M","Power and Politics in America","3","  AIII","Lec","MWF","1000-1050","MCM 101","Carlson, Peter","2","Open",
"6542","GOVT 101","3M","Power and Politics in America","3","  AIII","Lec","MWF","1100-1150","MCM 307","Barnello, Michelle","1","Open",
"6543","GOVT 101","4","Power and Politics in America","3","  AIII","Lec","MWF","1300-1350","MCM 307","Bitecofer, Rachel","1","Open",
"6544","GOVT 101","5","Power and Politics in America","3","  AIII","Lec","MWF","1400-1450","MCM 307","Bitecofer, Rachel","1","Open",
